"ID","Extent","Region","Locality","Realm","Ecosystem.specificity","Period","Planning.purpose","Policy.relevance","Method","Biodiversity.type","Number.of.features","Multiple.objectives.or.constraints","Connectivity","Costs","Stakeholder.involvement","Authors","Title","Year","Journal","DOI","Link","Author.Keywords","Index.Keywords","Document.Type","Source","cite_scientific_May2023","cite_policy_May2023"
235,"Local","Greece","Aegean Sea","Marine",NA,"Contemporary only","Priority places","case study","Marxan*","Multiple",66,"Multi-objective/criteria","None","yes","no","Markantonatou V, Giakoumi S, Koukourouvli N, Maina I, Gonzalez-Mirelis G, Sini M, Maistrelis K, Stithou M, Gadolou E, Petza D, Kavadas S, Vassilopoulou V, Buhl-Mortensen L, Katsanevakis S","Marine spatial plans focusing on biodiversity conservation: the case of the Aegean Sea.",2021,"Aquatic Conservation: Marine and Freshwater Ecosystems","10.1002/aqc.3610","https://onlinelibrary.wiley.com/doi/abs/10.1002/aqc.3610",NA,NA,"Article","Manual",3,1
236,"Europe","Europe",NA,"Terrestrial",NA,"Both","Representation","case study","Integer programming","Species",30,"Other","Functional","no","no","Alagador, D., Cerdeira, J. O., & Araújo, M. B.","Spatial Adaptive Responses of Highly Threatened European Mammal Species under Climate Change",2021,"Preprints","10.20944/preprints202111.0550.v1","https://www.preprints.org/manuscript/202111.0550/v1","Adaptation; Biodiversity; Climate Change; Conservation Planning; Land use; Netowrks; Optimization; Protected areas",NA,"Article","Manual",0,0
237,"Local","Spain","North-western continental shelf","Marine","Coastal","Contemporary only","Priority places","Habitats Directive, Birds Directive","Marxan*","Species",13,"Costs","Boundary","yes","no","García‐Barón, I., Giakoumi, S., Santos, M. B., Granado, I., & Louzao, M.","The value of time‐series data for conservation planning.",2021,"Journal of Applied Ecology","10.1111/1365-2664.13790",NA,NA,NA,"Article","Manual",15,0
238,"Regional","Mediteranean",NA,"Marine","All","Contemporary only","Representation","None","Marxan*","Species",24,"None","None","no","no","Drira, S., Ben Rais Lasram, F., Hattab, T., Shin, Y. J., Ben Rejeb Jenhani, A., & Guilhaumon, F.","Can We Avoid Tacit Trade-Offs between Flexibility and Efficiency in Systematic Conservation Planning? The Mediterranean Sea as a Case Study",2021,"Diversity","10.3390/d14010009",NA,NA,NA,"Article","Manual",0,0
239,"Local","Spain","Basque","Marine","Coastal","Contemporary only","Priority places","EU Biodiversity Strategy, Habitats Directive","Marxan*","Multiple",15,"Costs","Boundary","yes","no","Galparsoro, I., & Borja, Á.","Defining Cost-Effective Solutions in Designing Marine Protected Areas, Using Systematic Conservation Planning",2021,"Frontiers in Marine Science","10.3389/fmars.2021.683271",NA,NA,NA,"Article","Manual",3,2
240,"Regional","Mediteranean",NA,"Marine","All","Future","Priority places","None","Marxan*","Species",1471,"Costs","Boundary","yes","no","Arafeh‐Dalmau, N., Brito‐Morales, I., Schoeman, D. S., Possingham, H. P., Klein, C. J., & Richardson, A. J.","Incorporating climate velocity into the design of climate‐smart networks of marine protected areas",2021,"Methods in Ecology and Evolution","10.1111/2041-210X.13675",NA,NA,NA,"Article","Manual",14,1
241,"Local","Portugal","Alvaiázere","Terrestrial","All","Contemporary only","Priority places","EU Biodiversity Strategy, Case study","Marxan*","Species",133,"None","Boundary","no","yes","Vaz, A. S., Amorim, F., Pereira, P., Antunes, S., Rebelo, H., & Oliveira, N. G.","Integrating conservation targets and ecosystem services in landscape spatial planning from Portugal",2021,"Landscape and Urban Planning","10.1016/j.landurbplan.2021.104213",NA,NA,NA,"Article","Manual",8,0
241,"Local","Portugal","Alvaiázere","Terrestrial","All","Contemporary only","Priority places","EU Biodiversity Strategy, Case study","Marxan*","Species",133,"None","Boundary","no","yes","Vaz, A. S., Amorim, F., Pereira, P., Antunes, S., Rebelo, H., & Oliveira, N. G.","Integrating conservation targets and ecosystem services in landscape spatial planning from Portugal",2021,"Landscape and Urban Planning","10.1016/j.landurbplan.2021.104213",NA,NA,NA,"Article","Manual",8,0
242,"Regional","Serbia, Czech Republic, Slovenia, Slovakia","Danube basin","Freshwater","Riverine floodplains","Contemporary only","Priority places","Case study","GIS overlay/ Ranking / Clustering","Ecosys. Services / NCP",5,"Multi-objective/criteria","None","no","yes","Perosa F.; Gelhaus M.; Zwirglmaier V.; Arias-Rodriguez L.F.; Zingraff-Hamed A.; Cyffka B.; Disse M.","Integrated valuation of nature-based solutions using tessa: Three floodplain restoration studies in the Danube catchment",2021,"Sustainability (Switzerland)","10.3390/su13031482",NA,NA,NA,"Article","Manual",8,0
243,"Local","France","French Polynesia (Gambier)","Marine","Coastal benthic","Contemporary only","Priority places","Case study","Integer programming","Multiple",1,"Multi-objective/criteria","Boundary","yes","no","André L.V., Van Wynsberge S., Chinain M., Gatti C.M.I., Liao V., Andréfouët S.","Spatial Solutions and Their Impacts When Reshuffling Coastal Management Priorities in Small Islands with Limited Diversification Opportunities",2022,"Sustainability (Switzerland)","10.3390/su14073871","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127592788&doi=10.3390%2fsu14073871&partnerID=40&md5=eb418e8cd1b3c4b53ef744ad188231ec","artisanal fisheries; ciguatera fish poisoning; French Polynesia; marine spatial planning; multiobjective zoning; Prioritizr; spatial conservation prioritization; sustainable aquaculture; sustainable marine management","artisanal fishery; coastal zone management; conservation management; lagoon; livelihood; management practice; poisoning; prioritization; spatial analysis; sustainability; French Polynesia","Article","Scopus",3,0
244,"Europe","Europe",NA,"Terrestrial","all","Contemporary only","Management action","Birds and Habitats Directives, EU Biodiversity Strategies","Integer programming","Multiple",1991,"None","None","no","no","Hermoso V., Salgado-Rojas J., Lanzas M., Álvarez-Miranda E.","Spatial prioritisation of management for biodiversity conservation across the EU",2022,"Biological Conservation","10.1016/j.biocon.2022.109638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132540074&doi=10.1016%2fj.biocon.2022.109638&partnerID=40&md5=52e018d84d90fe5f7e91941058e937d8","Birds directive; Habitats directive; Natura 2000; Pressures; Spatial prioritisation; Threats","biodiversity; habitat; monitoring; prioritization; security threat","Article","Scopus",1,0
245,"Regional","Alpes",NA,"Terrestrial","none","Contemporary only","Management action","none","Integer programming","Species",176,"None","None","no","no","Ladouceur E., McGowan J., Huber P., Possingham H., Scridel D., van Klink R., Poschlod P., Cornelissen J.H.C., Bonomi C., Jiménez-Alfaro B.","An objective-based prioritization approach to support trophic complexity through ecological restoration species mixes",2022,"Journal of Applied Ecology","10.1111/1365-2664.13943","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109162430&doi=10.1111%2f1365-2664.13943&partnerID=40&md5=9a554ed88740b9bff076d0f973ce16bf",NA,"complexity; ecosystem function; pollination; prioritization; seed dispersal; species diversity","Article","Scopus",7,0
246,"Europe","Europe",NA,"Freshwater","Rivers and lakes","Contemporary only","Priority places","none","Marxan*","Species",1631,"None","Boundary","no","no","Szabolcs M., Kapusi F., Carrizo S., Markovic D., Freyhof J., Cid N., Cardoso A.C., Scholz M., Kasperidus H.D., Darwall W.R.T., Lengyel S.","Spatial priorities for freshwater biodiversity conservation in light of catchment protection and connectivity in Europe",2022,"PLoS ONE","10.1371/journal.pone.0267801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130107034&doi=10.1371%2fjournal.pone.0267801&partnerID=40&md5=f29115c489af37036c800a4362d1c02d",NA,"animal; Balkan Peninsula; biodiversity; ecosystem; environmental protection; lake; procedures; Animals; Balkan Peninsula; Biodiversity; Conservation of Natural Resources; Ecosystem; Lakes","Article","Scopus",4,0
247,"Local","Spain","municipality of Alvaiázere","Terrestrial","all","Contemporary only","Priority places","Birds and Habitats Directives, EU Biodiversity Strategies","Integer programming","Multiple",171,"Multi-objective/criteria","Boundary","yes","no","Abarca H., Morán-Ordoñez A., Villero D., Guinart D., Brotons L., Hermoso V.","Spatial prioritisation of management zones in protected areas for the integration of multiple objectives",2022,"Biodiversity and Conservation","10.1007/s10531-022-02383-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125240077&doi=10.1007%2fs10531-022-02383-z&partnerID=40&md5=7fb3fd0640fdae89b6611d57ec02bc68","Conservation planning; Marxan with Zones; Montseny; Natura 2000 network; Trade-offs","biodiversity; conservation management; conservation planning; nature conservation; protected area","Article","Scopus",2,0
248,"Local","Czech Republic","Sumava National park","Terrestrial","all","Contemporary only","Priority places","Case study","Zonation","Species",50,"None","None","no","no","Janík T., Romportl D.","PRIORITIZATION OF NATURE CONSERVATION AND ANTHROPOGENIC ACTIVITIES: CASE OF ŠUMAVA NP",2022,"Public Recreation and Landscape Protection - With Environment Hand in Hand… Proceedings of the 13th Conference","10.11118/978-80-7509-831-3-0248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131221231&doi=10.11118%2f978-80-7509-831-3-0248&partnerID=40&md5=0da029d2351d0c6dcba47ca7dbdbc21e","Anthropogenic structures; Management; Zonation; Šumava National Park","Environmental protection; Regional planning; Sustainable development; Anthropogenic activity; Anthropogenic structure; Anthropogenics; Central Europe; Conservation activities; Long lasting; National parks; Prioritization; Zonation; Šumava national park; Conservation","Conference Paper","Scopus",0,0
249,"Local","Denmark","Jutland","Terrestrial","All","Contemporary only","Priority places","case study","Marxan*","Species",74,"Costs","Boundary","yes","no","Langkilde-Lauesen C., Strange N., Wilson K.A.","Local scale prioritization of cost-efficient protection within the National Park Thy",2022,"Journal for Nature Conservation","10.1016/j.jnc.2022.126218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133285128&doi=10.1016%2fj.jnc.2022.126218&partnerID=40&md5=5dc01fd8afedee365180233e6637dad8","Conservation planning; Local planning; MARXAN; Spatial prioritisation","biodiversity; environmental management; heterogeneous medium; nature conservation; planning legislation; protected area; Denmark; Nordjylland; Thy","Article","Scopus",0,0
250,"Local","Spain","Northeast","Marine","All","Contemporary only","Priority places","None","Marxan*","Ecosystems",28,"Costs","None","yes","no","Rowell D.A., Arafeh-Dalmau N., Fuller R.A., Possingham H.P., Hereu B.","Efficient small-scale marine reserve design requires high-resolution biodiversity and stakeholder data",2022,"Ocean and Coastal Management","10.1016/j.ocecoaman.2022.106152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127297006&doi=10.1016%2fj.ocecoaman.2022.106152&partnerID=40&md5=ecb576dcd99fc206142b95c8c475ff03","EU Biodiversity Strategy for 2030; Focal species; Marine protected areas; Marine spatial planning; Marxan; Post 2020 conservation; Spatial prioritization; Stakeholder consultation","Bathymetry; Conservation; Cost benefit analysis; Cost estimating; Ecosystems; Environmental protection; Fisheries; Planning; EU biodiversity strategy for 2030; Focal species; Local scale; Marine protected area; Marine reserve; Marine Spatial Planning; Marxan; Post 2020 conservation; Spatial prioritization; Stakeholder consultation; Biodiversity; biodiversity; marine park; reserve design; stakeholder; Mediterranean Sea; Spain; Ter River","Article","Scopus",1,0
251,"National","Finland","EEZ","Marine","All","Contemporary only","Priority places","None","Zonation","Multiple",NA,"Multi-objective/criteria","None","no","no","Virtanen E.A., Lappalainen J., Nurmi M., Viitasalo M., Tikanmäki M., Heinonen J., Atlaskin E., Kallasvuo M., Tikkanen H., Moilanen A.","Balancing profitability of energy production, societal impacts and biodiversity in offshore wind farm design",2022,"Renewable and Sustainable Energy Reviews","10.1016/j.rser.2022.112087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122731163&doi=10.1016%2fj.rser.2022.112087&partnerID=40&md5=3191095b796cab8ecaee8905e0372bd6","Ecological impact avoidance; Maritime spatial planning; Renewable energy","Biodiversity; Economic and social effects; Electric utilities; Environmental impact; Marine industry; Offshore oil well production; Profitability; Ecological impact avoidance; Ecological impacts; High-dimensional; Higher-dimensional; Maritime spatial planning; Off-shore wind energy; Renewable energies; Spatial data; Spatial planning; Wind energy development; Offshore wind farms","Article","Scopus",19,1
252,"Local","France","French-Polynesia","Marine","All","Contemporary only","Priority places","case study","Marxan*","Ecosystems",1,"Costs","None","yes","no","André L.V., Chinain M., Gatti C.M.I., Liao V., Van Wynsberge S., Tedesco P., Andréfouët S.","A systematic prioritization approach for identifying suitable pearl oyster restocking zones following a mass mortality event in Takaroa Atoll, French Polynesia",2022,"Marine Pollution Bulletin","10.1016/j.marpolbul.2022.113472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125994827&doi=10.1016%2fj.marpolbul.2022.113472&partnerID=40&md5=31ff5351e2ec1e91a60575efa0aeefd2","Aquaculture; Connectivity; French Polynesia; Marxan; Pinctada margaritifera; Spatial planning","Cell proliferation; Shellfish; Black Pearls; Connectivity; French polynesia; Job opportunities; Marxan; Mass mortality; Pearl oyster; Pinctadum margaritifera; Prioritization; Spatial planning; Molluscs; aquaculture; fishery management; fishery production; fishery statistics; mortality; spatiotemporal analysis; agricultural worker; aquaculture; article; French Polynesia; habitat; human; hydrodynamics; lagoon; larva; manager; mortality; nonhuman; opportunity cost; Pinctada; reproduction; agriculture; animal; aquaculture; ecosystem; Polynesia; French Polynesia; Agriculture; Animals; Aquaculture; Ecosystem; Hydrodynamics; Pinctada; Polynesia","Article","Scopus",7,0
